Model Name,Type,Processor Brand,Processor Name,Processor Generation,RAM,RAM Type,Storage Type,Storage Capacity,Graphic Processor,Screen Size,Screen Resolution,Screen Type,Weight,Dimensions,USB Port,HDMI Port,Wireless LAN,Bluetooth,Battery Cell,Battery Backup,Web Camera,Backlit Keyboard,Warranty Summary,Laptop Name,Rating,Rating/Review Count,Final price,MRP,Discount,Product URL
14s-fy1003AU,Thin and Light Laptop,AMD,Ryzen 5 Quad Core,N/A,16 GB,DDR4,SSD,N/A,AMD Radeon AMD,35.56 cm (14 inch),1920 x 1080 Pixels,"Full HD, IPS, Micro-Edge, Brightview, Brightness: 250 nits, 157 PPI, Color Gamut: 45%NTSC",1.46 kg,324 x 225 x 17.9 mm,"1 x SuperSpeed USB Type-C 5 Gbps Signaling Rate, 2 x SuperSpeed USB Type-A 5 Gbps Signaling Rate",1 x HDMI 1.4b,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,v5.0,3 Cell,Upto 12 Hours,HP TrueVision 720p HD Camera,Yes,1 Year Onsite Warranty,"HP 14s AMD Ryzen 5 Quad Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) fy1003AU Thin and Light Laptop  (14 inch, Natural Silver, 1.46 kg, With MS Office)",4.2,730 Ratings & 54 Reviews,"44,700","62,302",28% off,https://www.flipkart.com/hp-14s-amd-ryzen-5-quad-core-5500u-16-gb-512-gb-ssd-windows-11-home-fy1003au-thin-light-laptop/p/itm99e45ecfd565f?pid=COMGG3S9HWSFYNHW&lid=LSTCOMGG3S9HWSFYNHWQIZDKQ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_19_437&otracker=browse&fm=organic&iid=df72cf47-6311-414e-a940-a0ca2775b784.COMGG3S9HWSFYNHW.SEARCH&ppt=sp&ppn=sp&ssid=csbr0rkb5c0000001741523919863
fq3071TU,Thin and Light Laptop,Intel,Celeron Dual Core,N/A,8 GB,DDR4,SSD,N/A,Intel Integrated Intel® UHD Graphics,39.62 cm (15.6 inch),1366 x 768 pixel,"Brightness: 250 nits, 101 ppi Color Gamut: 45%NTSC,Screen Resolution: 1366 x 768",1.69 kg,324 x 225 x 17.9 mm,"1 USB Type-C 5Gbps signaling rate, 2 USB Type-A 5Gbps signaling rate 1 headphone/microphone combo 1 AC smart pin",1 HDMI,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,Bluetooth 5 combo MU-MIMO,"3-cell, 41 Wh Li-ion",4 hours,HP True Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,N/A,1 year Domestic warranty,"HP Laptop 15s Intel Celeron Dual Core Intel Celeron N4500 - (8 GB/512 GB SSD/Windows 11 Home) fq3071TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg)",3.7,145 Ratings & 15 Reviews,"26,400","33,966",22% off,https://www.flipkart.com/hp-laptop-15s-intel-celeron-dual-core-n4500-8-gb-512-gb-ssd-windows-11-home-fq3071tu-thin-light/p/itm0401d7a79d36b?pid=COMGTMVZVEGHCTZV&lid=LSTCOMGTMVZVEGHCTZVQENGGX&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_19_438&otracker=browse&fm=organic&iid=df72cf47-6311-414e-a940-a0ca2775b784.COMGTMVZVEGHCTZV.SEARCH&ppt=sp&ppn=sp&ssid=csbr0rkb5c0000001741523919863
Notebook,Business Laptop,Intel,Core i3,11th Gen,8 GB,DDR4,SSD,N/A,Intel Integrated,39.62 cm (15.6 inch),1366 x 768$$Pixels pixel,"39.6 cm (15.6?) diagonal, HD (1366 x 768), narrow bezel, anti-glare, 250 nits, 45% NTSC",1.74 kg,35.8 x 24.2 x 1.99 cm,3,1,Realtek 802.11a/b/g/n/ac (2x2) Wi-Fi®,Bluetooth® 5 wireless card,"HP Long Life 3-cell, 41 Wh Li-ion",UPTO 4 HRS,720p HD camera,No,1 Year Domestic Warranty,"HP 250 G8 Intel Core i3 11th Gen Core™ i3-1115G4 - (8 GB/1 TB HDD/256 GB SSD/DOS) 250 G8 Business Laptop  (15.6 inch, Black, 1.74 kg)",4,191 Ratings & 24 Reviews,"46,999",N/A,N/A,https://www.flipkart.com/hp-250-g8-intel-core-i3-11th-gen-core-i3-1115g4-8-gb-1-tb-hdd-256-gb-ssd-dos-business-laptop/p/itm9015dcea94ace?pid=COMGZP4BSFGAXTUH&lid=LSTCOMGZP4BSFGAXTUHDVVIBC&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_19_439&otracker=browse&fm=organic&iid=df72cf47-6311-414e-a940-a0ca2775b784.COMGZP4BSFGAXTUH.SEARCH&ppt=sp&ppn=sp&ssid=csbr0rkb5c0000001741523919863
UX3405MA-PZ962WS,Thin and Light Laptop,Intel,Core Ultra 9,N/A,32 GB,LPDDR5X,SSD,N/A,Intel Integrated Integrated,35.56 cm (14 inch),2880 x 1800 Pixel,"3K OLED 16:10 aspect ratio, Response time: 0.2ms, 120Hz refresh rate, 400nits, 500nits HDR peak brightness, 100% DCI-P3 color gamut, Gamut mapping: Yes, VESA CERTIFIED Display HDR True Black 500, Glossy display, 70% less harmful blue light, TÜV Rheinland-certified, SGS Eye Care Display",1.28 Kg,312.4 x 220.1 x 14.9mm,"1 x USB 3.2 Gen 1 Type-A, 2 x Thunderbolt 4 supports display / power delivery",1 x HDMI 2.1 TMDS,Wi-Fi 6E(802.11ax) (Dual band) 2 x 2,v5.3,4 Cell,N/A,FHD camera with IR function to support Windows Hello With privacy shutter,Yes,1 Year Onsite Warranty,"ASUS Zenbook 14 OLED AI PC Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home) UX3405MA-PZ962WS Thin and Light Laptop  (14 inch, Ponder Blue, 1.28 Kg, With MS Office)",4.4,13 Ratings & 0 Reviews,"1,44,990","1,70,990",15% off,https://www.flipkart.com/asus-zenbook-14-oled-ai-pc-intel-core-ultra-9-185h-32-gb-1-tb-ssd-windows-11-home-ux3405ma-pz962ws-thin-light-laptop/p/itm859da18328490?pid=COMHYG8ZYMKBQXW9&lid=LSTCOMHYG8ZYMKBQXW9W4QSVY&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_19_440&otracker=browse&fm=organic&iid=df72cf47-6311-414e-a940-a0ca2775b784.COMHYG8ZYMKBQXW9.SEARCH&ppt=sp&ppn=sp&ssid=csbr0rkb5c0000001741523919863
AL15-51,Thin and Light Laptop,Intel,Core i3,11th Gen,16 GB,DDR4,SSD,N/A,Intel Integrated UHD,39.62 cm (15.6 inch),1920 X 1080 Pixel,Full HD,1.59 Kg,360.40 x 239.30 x 19.7mm,"1 x USB 3.2 Gen 1 (Type A), 2 x USB 2.0 (Type A), 1 x USB 3.2 Gen 2 (Type C)",N/A,Wi-Fi 5,v5.1,3 Cell,N/A,"HD webcam with 1280 x 720 resolution, 720p HD audio/video recording",No,1 Year Carry-in Warranty,"Acer Aspire Lite Intel Core i3 11th Gen 1115G4 - (16 GB/512 GB SSD/Windows 11 Home) AL15-51 Thin and Light Laptop  (15.6 inch, Steel Grey, 1.59 Kg)",3.7,20 Ratings & 0 Reviews,"32,704","42,999",23% off,https://www.flipkart.com/acer-aspire-lite-intel-core-i3-11th-gen-1115g4-16-gb-512-gb-ssd-windows-11-home-al15-51-thin-light-laptop/p/itm1bc0bcb4598e7?pid=COMGTGFGFX2F7S94&lid=LSTCOMGTGFGFX2F7S94WPKTNO&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_19_441&otracker=browse&fm=organic&iid=df72cf47-6311-414e-a940-a0ca2775b784.COMGTGFGFX2F7S94.SEARCH&ppt=sp&ppn=sp&ssid=csbr0rkb5c0000001741523919863
UX3405MA-PZ552WS,Thin and Light Laptop,Intel,Core Ultra 5,N/A,16 GB,LPDDR5X,SSD,N/A,Intel Integrated Arc,35.56 cm (14 Inch),2880 x 1800 Pixel,"3K, OLED, 0.2ms response time, 120Hz refresh rate, 400nits, 500nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, Glossy display, 70% less harmful blue light, TÜV Rheinland-certified",1.28 Kg,312.4 x 220.1 x 14.9,"1 x USB 3.2 Gen 1 Type-A, 2 x Thunderbolt 4 supports display / power delivery",1 x HDMI 2.1 TMDS,Wi-Fi 6E(802.11ax) (Dual band) 2*2,v5.3,N/A,N/A,FHD camera with IR function to support Windows Hello With privacy shutter,N/A,1 Year Onsite Warranty,"ASUS Zenbook 14 OLED AI PC Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) UX3405MA-PZ552WS Thin and Light Laptop  (14 Inch, Ponder Blue, 1.28 Kg, With MS Office)",4.7,28 Ratings & 1 Reviews,"94,990","1,22,990",22% off,https://www.flipkart.com/asus-zenbook-14-oled-ai-pc-intel-core-ultra-5-125h-16-gb-1-tb-ssd-windows-11-home-ux3405ma-pz552ws-thin-light-laptop/p/itm859da18328490?pid=COMGWZHGMNDWZA4Y&lid=LSTCOMGWZHGMNDWZA4YX7CTVH&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_19_442&otracker=browse&fm=organic&iid=df72cf47-6311-414e-a940-a0ca2775b784.COMGWZHGMNDWZA4Y.SEARCH&ppt=sp&ppn=sp&ssid=csbr0rkb5c0000001741523919863
14IMH9,Thin and Light Laptop,Intel,Core Ultra 7,N/A,32 GB,LPDDR5X,SSD,N/A,Intel Integrated Arc,35.56 cm (14 inch),1920 x 1200 Pixel,"WUXGA, OLED 400nits Glossy, 100% DCI-P3, 60Hz, Eyesafe, Dolby Vision, DisplayHDR True Black 500",1.39 Kg,312 x 221 x 14.9 mm,"1 x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On, 2 x USB-C (Thunderbolt 4 / USB4 40Gbps), with USB PD 3.1 and DisplayPort 1.4",1 x HDMI 2.1,"Wi-Fi 6E, 11ax 2x2",v5.3,N/A,N/A,"Full HD 1080p + IR with Privacy Shutter, ToF Sensor",N/A,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,"Lenovo Yoga Slim 7 WUXGA OLED AI PC Intel Core Ultra 7 155H - (32 GB/1 TB SSD/Windows 11 Home) 14IMH9 Thin and Light Laptop  (14 inch, Luna Grey, 1.39 Kg, With MS Office)",4.4,14 Ratings & 2 Reviews,"1,02,990","1,46,890",29% off,https://www.flipkart.com/lenovo-yoga-slim-7-wuxga-oled-ai-pc-intel-core-ultra-155h-32-gb-1-tb-ssd-windows-11-home-14imh9-thin-light-laptop/p/itm77304edff3814?pid=COMGXMY5HUH8RERC&lid=LSTCOMGXMY5HUH8RERC4SUBQX&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_19_443&otracker=browse&fm=organic&iid=df72cf47-6311-414e-a940-a0ca2775b784.COMGXMY5HUH8RERC.SEARCH&ppt=sp&ppn=sp&ssid=csbr0rkb5c0000001741523919863
B1402CBA-NK1494WS,Thin and Light Laptop,Intel,Core i3,12th Gen,8 GB,DDR4,SSD,N/A,Intel Integrated UHD,35.56 cm (14 Inch),1920 x 1080 Pixel,"Full HD, 16:9, Glare Anti-glare display, Color gamut NTSC: 45%, View angle(H/V) 90/65",1.49 Kg,326.9 x 214.5 x 19.9 mm,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C support power delivery, 1 x USB 3.2 Gen 2 Type-C support display / power delivery",1 x HDMI 1.4,Wi-Fi 6(802.11ax) (Dual band) 2*2,v5.3,N/A,N/A,720p HD camera,N/A,1 Year Onsite Warranty,"ASUS ExpertBook B14 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) B1402CBA-NK1494WS Thin and Light Laptop  (14 Inch, Star Black, 1.49 Kg, With MS Office)",4.3,305 Ratings & 28 Reviews,"36,990","50,990",27% off,https://www.flipkart.com/asus-expertbook-b14-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-b1402cba-nk1494ws-thin-light-laptop/p/itm5558ba4200e57?pid=COMGZF9EYUYC52BH&lid=LSTCOMGZF9EYUYC52BHIWCC5H&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_19_444&otracker=browse&fm=organic&iid=df72cf47-6311-414e-a940-a0ca2775b784.COMGZF9EYUYC52BH.SEARCH&ppt=sp&ppn=sp&ssid=csbr0rkb5c0000001741523919863
15-eg3036TU,Thin and Light Laptop,Intel,Core i7,13th Gen,16 GB,DDR4,SSD,N/A,Intel Integrated Integrated,39.62 cm (15.6 inch),1920 x 1080 pixel,"FHD, IPS, micro-edge, Anti-Glare, Brightness: 250 nits, Color Gamut: 45% NTSC",1.75 kg,360 x 234 x 17.9,"1 x USB Type-C 10Gbps signaling rate, 2 x USB Type-A 5Gbps signaling rate,",1 x HDMI 2.1,Realtek Wi-Fi 6 (2x2),v5.3,3 Cell,N/A,HP Wide Vision 720p HD camera,Yes,1 Year Onsite Warranty,"HP Pavilion Intel Core i7 13th Gen 1360P - (16 GB/1 TB SSD/Windows 11 Home) 15-eg3036TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 kg, With MS Office)",4.3,328 Ratings & 25 Reviews,"84,540","1,02,918",17% off,https://www.flipkart.com/hp-pavilion-intel-core-i7-13th-gen-1360p-16-gb-1-tb-ssd-windows-11-home-15-eg3036tu-thin-light-laptop/p/itmd82b110aa3999?pid=COMGZNSBZMYMNUFU&lid=LSTCOMGZNSBZMYMNUFUDLUF4Q&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_19_445&otracker=browse&fm=organic&iid=df72cf47-6311-414e-a940-a0ca2775b784.COMGZNSBZMYMNUFU.SEARCH&ppt=sp&ppn=sp&ssid=csbr0rkb5c0000001741523919863
SFG14-01,Thin and Light Laptop,Snapdragon,X Plus,N/A,16 GB,LPDDR5X,SSD,N/A,Qualcomm Adreno,36.83 cm (14.5 Inch),1920 x 1200 pixel,WUXGA,1.32 Kg,322.6 x 225.95 x 17.95 mm,"1 x USB 3.2 Gen 1 port with power-off charging, 1 x USB 3.2 port, 1 x USB Type-C port with DC-in",N/A,Wi-Fi 7 Wireless LAN,Yes,N/A,N/A,"Video conferencing: UFC with Double T-Type MIPI QHD camera, Compatible with Windows only, 1920 x 1200 resolution, 1440p QHD video at 30 fps with Temporal Noise Reduction.",N/A,1 Year Carry-in Warranty,"Acer Swift Go 14 Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) SFG14-01-X9C8 Thin and Light Laptop  (14.5 Inch, Steel Gray, 1.32 Kg, With MS Office)",4.4,70 Ratings & 17 Reviews,"54,990","1,08,799",49% off,https://www.flipkart.com/acer-swift-go-14-snapdragon-x-plus-16-gb-512-gb-ssd-windows-11-home-sfg14-01-x9c8-thin-light-laptop/p/itmd59652b059190?pid=COMH6ZKTTGFFBJZA&lid=LSTCOMH6ZKTTGFFBJZAQWS389&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_19_446&otracker=browse&fm=organic&iid=df72cf47-6311-414e-a940-a0ca2775b784.COMH6ZKTTGFFBJZA.SEARCH&ppt=sp&ppn=sp&ssid=csbr0rkb5c0000001741523919863
250 G9,Thin and Light Laptop,Intel,Core i3,12th Gen,8 GB,DDR4,SSD,N/A,Intel Integrated Intel® UHD Graphics,39.62 cm (15.6 inch),1366 x 768 pixel,"Display 39.6 cm (15.6"") diagonal, HD (1366 x 768), narrow bezel, anti-glare, 250 nits, 45% NTSC",2.3 kg,358x242x19.9mm,"1 x USB Type-C, 2 x USB 3.0",1 HDMI,Wi-Fi 6 (2x2) and Bluetooth® 5.2 wireless card (supporting gigabit data rate),v5.2,"41?Wh, 3 Cell Battery",4 hours,720p HD camera,No,1 year Domestic warranty,"HP 250 G9 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 7M657PA Thin and Light Laptop  (15.6 inch, Silver, 2.3 kg)",4.1,73 Ratings & 3 Reviews,"33,499","47,000",28% off,https://www.flipkart.com/hp-250-g9-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-7m657pa-thin-light-laptop/p/itmaeab3e70c465d?pid=COMGU7Y6CXHP5HGQ&lid=LSTCOMGU7Y6CXHP5HGQDYNQKO&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_19_447&otracker=browse&fm=organic&iid=df72cf47-6311-414e-a940-a0ca2775b784.COMGU7Y6CXHP5HGQ.SEARCH&ppt=sp&ppn=sp&ssid=csbr0rkb5c0000001741523919863
Modern 15 B13M-290IN,Thin and Light Laptop,Intel,Core i7,13th Gen,8 GB,DDR4,SSD,N/A,Intel Integrated Iris Xe,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, 60Hz 45%NTSC IPS-Level",1.7 Kg,359 x 241 x 19.9 mm,"1 x Type-C (USB3.2 Gen2 / DP) with PD charging, 1 x Type-A USB3.2 Gen2, 2 x Type-A USB2.0",1 x HDMI,Intel Wi-Fi 6 AX201(2*2 ax),v5.2,3 cell,N/A,HD type (30fps@728p),Yes,1 Year Carry-in Warranty,"MSI Modern 15 Intel Core i7 13th Gen 1355U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B13M-290IN Thin and Light Laptop  (15.6 Inch, Star Blue, 1.7 Kg)",4.1,81 Ratings & 9 Reviews,"56,990","83,990",32% off,https://www.flipkart.com/msi-modern-15-intel-core-i7-13th-gen-1355u-8-gb-512-gb-ssd-windows-11-home-b13m-290in-thin-light-laptop/p/itm0f94783eefc47?pid=COMGMV6VU38G9B7K&lid=LSTCOMGMV6VU38G9B7KCMW0HD&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_19_448&otracker=browse&fm=organic&iid=df72cf47-6311-414e-a940-a0ca2775b784.COMGMV6VU38G9B7K.SEARCH&ppt=sp&ppn=sp&ssid=csbr0rkb5c0000001741523919863
Modern 15 H AI C1MG-046IN,Thin and Light Laptop,Intel,Core Ultra 7,N/A,16 GB,DDR5,SSD,N/A,Intel Integrated Arc,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Full HD, IPS Level. 45% NTSC",1.9 kg,359 x 241 x 19.9 mm,"3 x Type A USB 3.2 Gen1, 1 x Type C (USB 3.2 Gen 2/DisplayPort/Power Delivery 3.0)",1 x HDMI 2.1 (4K (at 60 Hz)),802.11 ax Wi-Fi 6E,v5.3,3 Cell,N/A,"HD Type (30fps (at 720p)), 3D Noise Reduction (3DNR)",N/A,1 Year On-Site Warranty,"MSI Modern 15 H AI Intel Core Ultra 7 155H - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 H AI C1MG-046IN Thin and Light Laptop  (15.6 inch, Classic Black, 1.9 kg)",4.2,(15),"62,990","83,990",25% off,https://www.flipkart.com/msi-modern-15-h-ai-intel-core-ultra-7-155h-16-gb-512-gb-ssd-windows-11-home-c1mg-046in-thin-light-laptop/p/itm01c95e069735f?pid=COMH7NDFYWZDB4TW&lid=LSTCOMH7NDFYWZDB4TWAUQMXD&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_19_449&otracker=browse&fm=organic&iid=df72cf47-6311-414e-a940-a0ca2775b784.COMH7NDFYWZDB4TW.SEARCH&ppt=sp&ppn=sp&ssid=csbr0rkb5c0000001741523919863
Modern 15 B13M-883IN,Thin and Light Laptop,Intel,Core i3,13th Gen,8 GB,DDR4,SSD,N/A,Intel Integrated Iris Xe,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, 60Hz 45%NTSC IPS-Level",1.7 Kg,359 x 241 x 19.9 mm,"1 x Type-C (USB3.2 Gen2 / DP) with PD charging, 1 x Type-A USB3.2 Gen2, 2 x Type-A USB2.0, 1 x Micro SD Card Reader",1x HDMI (4K @ 30Hz),802.11 ax Wi-Fi 6,v5.3,3 cell,N/A,HD type (30fps@720p),N/A,1 Year Warranty Term,"MSI Modern 15 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B13M-883IN Thin and Light Laptop  (15.6 Inch, Classic Black, 1.7 Kg)",4.2,73 Ratings & 4 Reviews,"36,990","51,990",28% off,https://www.flipkart.com/msi-modern-15-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-b13m-883in-thin-light-laptop/p/itme125a89adb5a0?pid=COMGZW38FBM7WZVY&lid=LSTCOMGZW38FBM7WZVYGXSMMS&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_19_450&otracker=browse&fm=organic&iid=df72cf47-6311-414e-a940-a0ca2775b784.COMGZW38FBM7WZVY.SEARCH&ppt=sp&ppn=sp&ssid=csbr0rkb5c0000001741523919863
MacBook Air,Thin and Light Laptop,Apple,M3,N/A,8 GB,Unified Memory,SSD,N/A,NA,33.02 cm (13 Inch),2560 x 1664 Pixel,"Liquid Retina display, LED-backlit Display with IPS Technology, Native Resolution at 224 pixels per inch, 500 nits Brightness",1.24 Kg,304.1 x 215 x 11.3 mm,"2 x Thunderbolt / USB 4 ports with support for Charging, DisplayPort, Thunderbolt 3 (up to 40 Gbps), USB 4 (up to 40 Gbps)",N/A,Wi-Fi 6 (802.11ax),v5.3,N/A,Upto 18 Hours,1080p FaceTime HD camera,Yes,1 Year Onsite Warranty,"Apple MacBook Air Apple M3 - (8 GB/256 GB SSD/macOS Sonoma) MRXT3HN/A  (13 Inch, Starlight, 1.24 Kg)",4.7,516 Ratings & 38 Reviews,"83,990","1,14,900",26% off,https://www.flipkart.com/apple-macbook-air-m3-8-gb-256-gb-ssd-macos-sonoma-mrxt3hn-a/p/itm2ea42dec44bca?pid=COMGYP5GGSNGYSZP&lid=LSTCOMGYP5GGSNGYSZPBWPP4V&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_19_451&otracker=browse&fm=organic&iid=df72cf47-6311-414e-a940-a0ca2775b784.COMGYP5GGSNGYSZP.SEARCH&ppt=sp&ppn=sp&ssid=csbr0rkb5c0000001741523919863
MacBook Air,Thin and Light Laptop,Apple,M3,N/A,8 GB,Unified Memory,SSD,N/A,NA,38.1 cm (15 Inch),2880 x 1864 Pixel,"Liquid Retina display, LED-backlit Display with IPS Technology, Native Resolution at 224 pixels per inch, 500 nits Brightness",1.51 Kg,340.4 x 237.6 x 11.5 mm,"2 x Thunderbolt / USB 4 ports with support for Charging, DisplayPort, Thunderbolt 3 (up to 40 Gbps), USB 4 (up to 40 Gbps)",N/A,Wi-Fi 6E (802.11ax),v5.3,N/A,Upto 18 Hours,1080p FaceTime HD camera,Yes,1 Year Onsite Warranty,"Apple MacBook Air Apple M3 - (8 GB/512 GB SSD/macOS Sonoma) MRYT3HN/A  (15 Inch, Starlight, 1.51 Kg)",4.7,309 Ratings & 18 Reviews,"1,14,990","1,44,900",20% off,https://www.flipkart.com/apple-macbook-air-m3-8-gb-512-gb-ssd-macos-sonoma-mryt3hn-a/p/itm2ea42dec44bca?pid=COMGYP5GHFJCCEAD&lid=LSTCOMGYP5GHFJCCEADWQRGZR&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_19_452&otracker=browse&fm=organic&iid=df72cf47-6311-414e-a940-a0ca2775b784.COMGYP5GHFJCCEAD.SEARCH&ppt=sp&ppn=sp&ssid=csbr0rkb5c0000001741523919863
